ID,Work Item Type,Title,State,Tags,Description,Acceptance Criteria,Closed Date
"35371","Customer Support","[FM Maps] Update FM Maps integration user to have control access on McCains","Closed","Elaboration; FM Maps; McCain","<div>Update FM Maps integration user to have control access on McCains in production<br> </div>",,"4/3/2025 4:42:15 PM"
"33026","User Story","[Appraise] Update passwordless sign-in email","Closed","Appraise","<div><span style="""">Replace general&nbsp;sign in email that we have currently with a new design.</span> </div><div> </div><div><ul><li>Update the email messages template with new text. </li><li>Build a new plug-in.jar file and replace the current one in KeyCloak with the new file. </li><li>Deploy and test. </li> </ul> </div><div><br> </div><div> </div><div>Link for plug-in&nbsp;&nbsp;<a href=""https://github.com/daniel-buchanan/keycloak-magic-link"" target=_blank rel=""noopener noreferrer"">https://github.com/daniel-buchanan/keycloak-magic-link</a> </div><div><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""color:black;""><span style=""display:inline !important;background-color:rgb(255, 255, 0);""><br></span></span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""color:black;""><span style=""display:inline !important;background-color:rgb(255, 255, 0);""><a href=""#"" data-vss-mention=""version:2.0,28e00091-3988-6bef-9b7b-b65a48ddc2e8""><span>@Andrew Cooke</span></a></span><span style=""display:inline !important;"">&nbsp;</span><span style=""display:inline !important;background-color:rgb(255, 255, 0);"">to provide email design</span></span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""color:black;""><span style=""display:inline !important;""><br></span></span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><br> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""> </p> </div><div><b>Original Request</b> </div><div>Hi Miranda, Chris, </div><div>&nbsp; </div><div>The sign in email that we have currently for Appraise looks very
rudimentary.&nbsp; </div><div>Can you please let me know if it is all a setup thing or are we
missing something to implement to make this look better? </div><div>Where should we set this up in Pure Farming ? </div><div>&nbsp; </div><div>Regards, </div><div>Anita </div><div><br> </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/f50295a2-07f8-47bd-8c86-a8e5e36e0565?fileName=image.png"" alt=Image><br> </div><div><br> </div><div><b>EDIT:</b> </div><div>Agreed approach is to have the following design/text </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/545d183e-24b1-4f28-9535-ef3d0a8428c5?fileName=image.png"" alt=Image><br> </div><div><br> </div><div>However, with a white background instead of grey as currently (can be seen in the screenshot of the original request. </div>",,"4/3/2025 4:45:02 PM"
"35361","User Story","[ANZCO] Write wiki page on how to drop files in production for Miranda","Closed","ANZCO; ASB","<div>We need to set up some manual on&nbsp; </div><div><ul><li>how to sign in to AWS </li><li>navigate to s3 </li><li>find the appropriate drop bucket </li><li>drop file(s) to the appropriate location (as paths within the folder) (refer to <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_workitems/edit/34940/"" data-vss-mention=""version:1.0"">#34940</a>) </li><ul><li>please note that the drop bucket folder for anzco is&nbsp;<b style=""box-sizing:border-box;color:rgb(15, 20, 26);font-family:&quot;Amazon Ember&quot;, &quot;Helvetica Neue&quot;, Roboto, Arial, sans-serif;letter-spacing:-0.48px;text-align:start;"">moa.ingestion.anzco</b> </li> </ul> </ul><div><font color=""#0f141a"" face=""Amazon Ember, Helvetica Neue, Roboto, Arial, sans-serif""><span style=""letter-spacing:-0.48px;"">Please hand the wiki page over to Miranda</span></font> </div> </div>",,"4/4/2025 2:03:01 PM"
"28827","Test Case","Subdividing field with crops duplicates crops","Closed",,,,"4/4/2025 3:29:54 PM"
"34938","User Story","[ANZCO] End-to-End testing","Closed","ANZCO; ASB","<div><span style=""display:inline !important;"">We need to make sure that data is being fetched from ANZCO and coming through to the Data Output API.&nbsp; The data also needs to make sense.</span><br> </div><div> </div><div> </div><div><span style=""display:inline !important;""><br></span> </div><div><span style=""display:inline !important;""><b>Hint:</b></span> </div><div>Ideally we have already the data for the 8 participating farms in Prod and can test with those. </div><div> </div>","<div><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">Data is available in the Data Output API </li><li style=""box-sizing:border-box;"">Data makes sense as per BA mapping </li><li style=""box-sizing:border-box;"">Check the column types are setup as specified in the resource type spec&nbsp; </li><li style=""box-sizing:border-box;"">Check logs&nbsp; </li> </ul> </div>","4/7/2025 9:31:11 AM"
"35400","User Story","Delete Hedgerow","Closed","testcase exists","<div>Works same as Land Cover </div>",,"4/7/2025 9:36:24 AM"
"35045","User Story","[Ravensdown] Test IDP changes","Closed","Ravensdown; unplanned; Upstream change","<div><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">Test the Ravensdown connections are still working in the Test environment. See email below from Peter Wain at Ravensdown: </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;""><br> </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">----------------------------------------------- </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;""><br> </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">I wanted to let you know that we’re upgrading our IDP platform, and while we don’t anticipate any observable changes from the perspective of the Pure Farming integration, unexpected things can happen. Impacts would most likely manifest in the browser-based interactive consent process, or the subsequent &nbsp;‘share_farm_data’ token exchanges. </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">&nbsp; </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;""><span style=""margin:0px;""><img tabindex=0 style=""margin:0px;width:331.49pt;cursor:pointer;""></span> </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">&nbsp; </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">We’ll probably deploy the changes to the PreProd (Test) environment on Monday, and this would be a great opportunity for you to verify that your integration still works as expected. </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">&nbsp; </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">Once we’re happy that things are working there, we’ll deploy to production. It might be a week or so before that happens to give any obscure issues a chance to surface and be resolved. </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">&nbsp; </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">Hina will be looking after the testing on our side, and she will be able to help with clarifications on timing and any testing-related questions your team may have. You can ping me for any technical questions. </p><p style=""color:rgb(36, 36, 36);font-size:11pt;font-family:Aptos, sans-serif;margin:0px;"">&nbsp; </p><br> </div>","<div>New Connection to Rav is created and redirects back to PF </div>","4/7/2025 2:40:18 PM"
"35324","Bug","[Farm Focus] Dairy pdf upload creates another raw file along with correct file","Closed","Farm Focus",,,"4/7/2025 5:30:16 PM"
"35076","Bug","[Farm Focus] Sheep Reconciliation data in raw file seems under purchases","Closed","Farm Focus",,,"4/7/2025 5:30:53 PM"
"35071","Bug","[Farm Focus] Validate report should throw error for partial report","Closed","Farm Focus",,,"4/7/2025 5:31:28 PM"
"35372","Bug","[NZ Flow] Update NZ Flow Ingestion to use the new URL","Closed","NZFlow",,,"4/7/2025 5:32:04 PM"
"35050","Bug","[NZ Flow] Using Test Credential for NZ Flow Data connection is throwing 500 error","Closed","NZFlow; Provider",,,"4/7/2025 5:32:36 PM"
"34694","Spike","[Maps] Use RPA data to import hedgerows on the farm","Closed","MapsApp; RPA","<div><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;""><span lang=EN-GB style=""font-size:12.0pt;font-family:&quot;Aptos&quot;,sans-serif;"">Trewithen Dairy require hedgerow data using FarmMetrics + Maps for
their new regen project</span><br></span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;""><br></span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;"">- it looks like RPA may now have a new hedgerow control API, which
we are probably not using in PF, and which returns the hedgerow as (I suspect)
lines, accompanied by a length.</span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;""><a href=""https://gbr01.safelinks.protection.outlook.com/?url=https:%2f%2fenvironment.data.gov.uk%2frpa%2fapi-doc%2f%2310&amp;data=05%7c02%7cMatt.Mckinley%40mapof.ag%7c4301933845db4d8fcdc308dd4f8c989f%7c0b153499034341cf9366e188b68493fd%7c1%7c0%7c638754187461045191%7cUnknown%7cTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7c0%7c%7c%7c&amp;sdata=Ss5cHKQbqQY7%2fljcagQGtxSmSNn3EywlSqKwjl39kEg%3D&amp;reserved=0"">https://environment.data.gov.uk/rpa/api-doc/#10</a>&nbsp;&nbsp;</span> </p><p style=""margin:0cm;font-size:12pt;font-family:Aptos, sans-serif;""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;"">&nbsp;</span> </p><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;"">It may be that they are
ALSO included in land covers, but worth someone having a look.</span><br> </div><div><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;""><br></span> </div><div><font face=""Calibri, sans-serif""><span style=""font-size:14.6667px;"">Email chain attached as notepad file</span></font> </div><div><font face=""Calibri, sans-serif""><span style=""font-size:14.6667px;""><br></span></font> </div><div><font face=""Calibri, sans-serif""><span style=""font-size:14.6667px;"">SPIKE OUTCOME:<br>What is required to implement this?</span></font> </div>",,"4/8/2025 1:41:08 PM"
"34939","User Story","[ANZCO] Mapping","Closed","ANZCO; ASB; Elaborate","<div><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Story</b> </div><div style=""box-sizing:border-box;"">As a developer I want a mapping of ANZCO animal kill details to&nbsp;<span>icarCarcassObservationsEventResource</span> </div> </div><div><div style=""box-sizing:border-box;""> and&nbsp;<span>pfLivestockFinancialTransactionResource&nbsp;</span><span>respectively so that I can proceed with the data connectors.</span> </div> </div><div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Description</b> </div><div style=""box-sizing:border-box;"">The proposed mapping files are available from the SharePoint ANZCO folder <a href=""https://mapofag.sharepoint.com/:f:/s/Project/project_MapofAg_PureFarming/EnkiJ8nS20FFtKyeY0ppTqwBzji4dyuTsapoDAsmgACPcA?e=DfbxP2"">ANZCO</a>. </div><div style=""box-sizing:border-box;""><ul><li>MapANZCOCarcassObservations.json - original style mapping file for Carcass Observations<br> </li><li><span style=""color:rgb(81, 167, 249);"">NewMapANZCOCarcassObservations.json - new style mapping for Carcass Observations</span><br> </li><li>MapANZCOLivestockFinancialTransaction.json - original style mapping file for Livestock Financial Transactions<br> </li><li><span style=""color:rgb(81, 167, 249);"">NewMapANZCOLivestockFinancialTransaction.json - new&nbsp;</span><span style=""display:inline !important;color:rgb(81, 167, 249);"">style mapping file for Livestock Financial Transactions</span><br> </li><li>MappingNotes.docx - mapping notes with more information.<br> </li> </ul><div><br> </div><div><ul> </ul> </div> </div> </div>",,"4/8/2025 1:49:32 PM"
"33399","Feature","[ASB] ANZCO","Closed",,,,"4/8/2025 1:49:39 PM"
"35413","Bug","[P3 Incident] Getting Data Connections for Source times out in Production","Closed","Performance; Ravensdown","<div>Ravensdown are seeing timeouts when hitting: <a href=""https://api.purefarming.com/ecosystem/data-source/com.purefarming.data-source.ravensdown/connections"">https://api.purefarming.com/ecosystem/data-source/com.purefarming.data-source.ravensdown/connections</a>. </div><div><br> </div><div>This is because the overall execution of the handler is taking between 90 and 110 seconds, so between one and a half and two minutes. </div><div>Logs:&nbsp;<a href=""https://350457777237-jppjoskd.ap-southeast-2.console.aws.amazon.com/cloudwatch/home?region=ap-southeast-2#logsV2:log-groups/log-group/$252Flogs$252Fecs$252Fmoa-platform-output-ecosystem-prod-ap-southeast-2-task-definition/log-events/ecs$252Fecosystem$252Ff08ef96fdbc948208b5c8f75ccf1ffcc"">https://350457777237-jppjoskd.ap-southeast-2.console.aws.amazon.com/cloudwatch/home?region=ap-southeast-2#logsV2:log-groups/log-group/$252Flogs$252Fecs$252Fmoa-platform-output-ecosystem-prod-ap-southeast-2-task-definition/log-events/ecs$252Fecosystem$252Ff08ef96fdbc948208b5c8f75ccf1ffcc</a> </div><div><br> </div><div>This looks like a volume of data issue insofar as the the response from the data source service (underlying service responsible for data connections) is taking ~60s, the rest of the time is deserialising and re-organising of the models. </div><div><br> </div><div><b>EDIT:</b> </div><div>Chris and myself had a quick look. In the data source service there is a getConnectionsByDataSource endpoint. This will in the end call a MapConnections method, that really adds the dataSource information to each of those connections. Two questions that we may want to ask for a potential solution:<br> </div><div><ul><li>Since all those connections are for the same dataSource we could think about a way to reuse the once fetched connection </li><li>Or do we need the data source information here at all? Can we just omit it because the caller knows already about the data source (since this is part of the request parameters.) </li> </ul> </div>",,"4/8/2025 2:37:36 PM"
